"","Reviews","Language","Language_score","Sentiment","Mixed","Negative","Neutral","Positive"
"105","I wonder which woman would come into the courtship that Noah is doing in the first quarter of the film.:)","en",0.996504306793213,"POSITIVE",0.00136,0.02568,0.45451,0.51845
"106","The only thing I'm not comfortable with is the end.
I thought it was too syrupy... too halivudo.
I liked the film.. I'll watch it today
and the good amount of whipped cream!:))","en",0.995631217956543,"MIXED",0.98137,0.00729,0.00041,0.01093
"107","I first saw him in the spring of 2005. Since then every year (I don't understand exactly why then) in the spring I feel like I have to look at it. It's a brilliant movie. He makes me cry every time. I've loved Ryan as a young Hercules ever since, just like Rachel made me like him with this film.
Today I will not miss:)","en",0.996601462364197,"POSITIVE",0.00014,2e-04,0.00029,0.99937
"108","These few sentences from you revitalized everything... I have to look again.:)","en",0.997695505619049,"POSITIVE",0.01092,0.07359,0.17766,0.73782
"109","I don't know if it's my current mood that brought it out of me, or it's really like this and so... this movie, 
and I have been thinking about it several times since then.
It's a very nice movie.","en",0.99897426366806,"POSITIVE",0.0262,0.00126,0.00385,0.96868
"110","So it's not gonna be easy. It's gonna be really hard.We're gonna have to work at this every day, but I want to do that because I want you. I want all of you, for ever, you and me, every day. He deserves only 10:))","en",0.999107897281647,"POSITIVE",0.05269,0.032,0.13052,0.78479
"111","This film is good in original language. I love it very much, I love it, I often watch category!However, synchronized with a z @r!!","en",0.991336107254028,"POSITIVE",2e-05,3e-05,0.00035,0.9996
"112","Concentrated syrup from this film
you have Eric Segal from the Love Story (Love Story)","en",0.987646341323853,"POSITIVE",6e-05,0.03014,0.48429,0.48552
"113","I'm sorry you managed to pull that from what I described.","en",0.998716473579407,"NEGATIVE",0.01526,0.86344,0.09523,0.02608
"114","Thank you Emese<U+1366>)
I understand that this is what tears you out of the rushing pragmatical-rational everyday life...
But some people don't need this powerful compensatory drug to dream. 
Plus, not a film should bring colour to my everyday life, because it is the bottom of everything... but for example, the two scarlet furry games seen in the forest during the run<U+1366>)))) or my logo ears..
I emphasize very much not against romance, - the love of romance is the most beautiful human feelings for which it is worth experiencing, - but it is a kitsch is a ugliness I accept that everyone else but this should not be the standard...Nicolas Sparks's wonderful “thought-provoking” creations at night on the beach and this is a miracle... how do we believe in this...
Here are a couple 
Lovers/Storm of Passions/Only for Lovers/Or Haneke Love.. s many great classics<U+1366>)
Off","en",0.99082887172699,"MIXED",0.52683,0.01593,0.045,0.41223
"115","If we analyze how much movies have to do with reality, and we want to judge them as good or bad, then we have the wrong goal. Kids, this is recreation for those who like it, look, for those who don't, they don't. How many movies we could throw in the trash because we have different tastes. I liked the demonstration of emotions, the “immortality” of love. We can argue about the reality of these things, but we only provide evidence of our narrow vision.","en",0.997872114181519,"MIXED",0.77025,0.09852,0.02738,0.10385
"116",";) then I am triple-suck.. as I am a woman, I imagine the active, fanatical women starting with p:) 
The film is still zero: boring and infinitely cheesy... many write that the life of those who do not like this movie is dreary. I beg you, what is the relationship between the two? I also experienced great, great love, great reunion, great feelings, but luckily my judgment remained from this to be able to differentiate between the different works of cinema, because there are really beautiful love stories, but this story is also chewed off bone and then have preferred the classic Dangerous Relations. Anyone who still desires romance recommend today TV2: My Blueberry Nights - The taste of distance. Though the fanatics who are commenting here are probably not going to work.","en",0.993999421596527,"NEGATIVE",0.28033,0.66149,0.00983,0.04834
"117","Anyone who has a problem with this film has no idea of deep feelings! In today's real world, such love almost doesn't exist anymore. What's cool now is that they become at the slightest problem. For such people, this dimension is unthinkable. I pity them!","en",0.995696067810059,"NEGATIVE",0.1082,0.67451,0.01552,0.20176
"118","I don't understand what's wrong with you. Nothing happened in the movie that can't happen in real life. It's not a story to hear that older people over 50 to 60 will find their childhood love again. I've never seen anything that doesn't happen in real life. From the relationship between the two people, we could only see the lifting parts, but why would that be a problem? The purpose of the storyteler is to remind himself of the depth of their love. Why would a romantic film show that Noah had diarrhea from Ellie's miserable kale? Anyone who wants to see a movie that smells like life is impossible. But speaking of which, every number of romantic movies I recall, I can't imagine any of them happening in real life. The nice thing about this is that it is about completely ordinary people, and although very upward and heartbreaking things are happening, they can all happen to us. I'm a 26-year-old guy, but I'm touched, and I'm successful, I'm getting married, I'm happy. Perhaps the problem with the current world is that most people are disgusted by pushing away films that are so deeply emotional.","en",0.997010827064514,"NEGATIVE",0.00179,0.97112,0.0177,0.0094
"119","You've written a lot of truths.
I'm just going to watch it now, but someone recommended it to me!
I'm sorry I have to switch to another channel with all the garbage commercials.
But I'll check.
Hi: Tickle","en",0.994404852390289,"POSITIVE",0.00407,0.00613,0.06121,0.92859
"120","It's interesting what you're writing. As a man, I have to say that the story was quite realistic. Despite the way it ended, I really liked the movie. If only everyone could experience such love in everyday life, then the world in which we live would not be so bleak. 10/10 on my part.","en",0.995824754238129,"POSITIVE",0.00032,3e-05,0.00016,0.99948
"121","I've been reading the comments... interesting. If anyone is on the ground of rationality, it's me. And maybe that's why, but if I sit down and watch a movie, I expect it to rip me out of everyday life, and that's what happened. 
Do it seem kitty, unbelievable? Life sometimes produces such a situation.Unfortunately, there were old couples on the circle of acquaintance who lay down together in their festive dress when the wife was in the terminal stage and did not get up anymore. 
Psychiatous? Perhaps, but in the rush of everyday life, don't we all have a little desire to be part of that kind of love? Rather, cynically, not to admit to ourselves, as an Amazon woman, macho man, we slam unwatchable while secretly dying for a little romance to be part of a truly functioning relationship?
Men run away from this film and are only suitable for reaching a target in a short time with a woman? I have to disappoint some of my fellow women and rescue men, there is such love and there is such a man, I don't have to go far, I've always envied my parents:) The woman who jumps out of her panties from someone else...
Why do you always need a half-empty glass, a radiance of the negative? Why can't we just have a good time, because this is what the creators of the film aimed at smuggling a little color into everyday life...","en",0.995949864387512,"NEGATIVE",0.12007,0.44378,0.33434,0.10181
"122",":XD, -this cannot be described as very active ladies in the forum will come to you, they will search you out from under the ground.. also<U+1366>))))), - and the fanatics will fry you on coals... and in the meantime, you will have to watch romantic comedies as an additional crime<U+1366>))","en",0.992785155773163,"POSITIVE",0.09624,0.0941,0.32002,0.48964
"123","It's a beautiful movie. I don't get tired of it.","en",0.997909665107727,"POSITIVE",0.00042,1e-04,0.00033,0.99916
"124","I assure you, even a woman with a healthy identity is running against the wall.","en",0.996448993682861,"NEUTRAL",0.04697,0.1989,0.49971,0.25443
"125","Viasat, five art films a night? Oscar night, I guess. 
One night out of 365 days on a culture that can be wasted...","en",0.985336363315582,"NEGATIVE",0.06929,0.55639,0.33252,0.04179
"126",":D 
in this case you have nothing to be afraid of.:))
Agree that you like, taste and slap...","en",0.99816769361496,"POSITIVE",0.03198,0.00428,0.06462,0.89912
"127",".. a man with a healthy identity would rather run against the wall from your film criticism.
This movie is brilliant.","en",0.995533764362335,"POSITIVE",0.20181,0.04228,0.01334,0.74256
"128","No, you don't know that, but we're taught how to hug and twist a girl, and here the weight is somewhat irrelevant, there is a technique -<U+1366>)
and we boldly rotate in a tram stop - in a forest - at home.. there will be no fall...
Your music is great but: http://www.youtube.com/watch?v=uSzmuWImK7Qhttp://www.youtube.com/watch?v=WYQwypNUwnc
They worship the best of romantic movies... well, that's a huge mistake... those who say that have never seen a real classic (French, Italian, or even Holivudyi)","en",0.996446967124939,"MIXED",0.86773,0.05586,0.0344,0.04201
"129","Get ready, because all the cliches of romantic films have been compacted into this film, 2 hours of concise pain, crying, love-flowing, pretentious music, etc.:)) At the same time, the performance is demanding, which is mostly the merit of the actors. To be honest, I liked it, although I couldn't do it again.
Guys? Well, a man with a healthy identity would run against this wall, in my opinion.:))","en",0.995177030563354,"MIXED",0.8886,0.0166,0.00495,0.08986
"130","if this movie is like the clip.. I must look at it:))
bad news for guys.
A jump-buggy girl like that requires strong arms.
.. if you don't want to drop it all the time... :D","en",0.997585117816925,"MIXED",0.38745,0.18757,0.05879,0.36619
"131","This is a beautiful movie, I love it very much. A lot of people are looking for something deep, but I think it's only for someone who can somehow identify with the film.
Spoiler
Lovers who can not be together, for a long time break apart, but always think about the other. War, engagement, a series of events that should drive them further apart, yet they end up side by side. 
For some people, it's syrupy, and I can understand it, because there's a list of all the kitschy scenes in the network, and yet... For me, anyone who has lost a lot of love means the constant longing that I can really feel. When the girl yells at the end of the pier, “I've waited for you for seven years,” that's a very touching scene for me. 
<U+266A> Spoiler's end <U+266A>
You can watch again and again enjoy a romantic and beautiful movie with great actors. I can only recommend:)","en",0.995822429656982,"POSITIVE",0.12625,0.00238,0.00126,0.87011
"132","I read it in a book yesterday, and I just started watching the movie. Sometimes it mixes with the author's other work. The film can't return the experience of the book so far, but I'll watch it, I hope.","en",0.993141055107117,"MIXED",0.37518,0.23932,0.11339,0.27211
"133","I reserve the right to put these films under the same hat 
Chimborassoya of emotional infantilism both<U+1366>))
(with all this I do not want to write that I am an emotionless eggplant...) and you would see that I love my dog... (also).
The sign was intended for those male companions... to spin quickly before a date, for example, when you brush your teeth, and if she's like that, then you know it's a success, 
Go","en",0.993805766105652,"MIXED",0.68859,0.02273,0.04577,0.24291
"134","Nah, my fellow men, who's thinking about looking at him because he wants to blink in front of his new girl, how romantic... and emotional... like a twlight vampire guy... http://www.youtube.com/watch?v=kVhhiQhy82M
then this is enough, and champagne is already available and the chick goes to bed<U+1366>))) 
(I've checked but the clip is pretty untig)... it comes through all 
It's a lot more sucky if you have to watch it together... after that...XD...","en",0.995958805084229,"NEUTRAL",0.18436,0.19501,0.32433,0.2963
"135","As a man, I did not like the film, 10/7, because it can be watched once.","en",0.997807383537292,"NEGATIVE",0.06512,0.85044,0.07093,0.01351
"136","I watched my little sister's request, and she said it was a crying movie, but boys don't like it. I didn't like it either, and there's a romantic movie I love. That's not what it was. When I looked through it, I thought of a word. Forced. The history and lines of the film are good. It presents the predictions and the outcome. The young characters were very good, until then the film was fine. But I didn't like the two older characters. And the end was very confusing. He was trying to get the audience to cry at all costs. 
WATCH OUT! MOVIE PART: What did the creators think at the end? Who would believe that two people would die at the same time? It should be more original than that. Even a car accident is better than this, but not in the same bed. I'd rather be freaked out by this ending than prompted me to cry. If you didn't want to meet the high emotion category and had a decent, credible ending, I'd say this was a good movie. So this is only 6/10 for me.","en",0.996748447418213,"MIXED",0.91735,0.07531,0.00038,0.00696
"137","I'm also curious as to what explanation the colleague will come up with...","en",0.995515882968903,"NEUTRAL",0.00141,0.0385,0.87308,0.087
"138","I didn't really like the movie! And I love romantic movies. There were too many stories in it! In reality, there is no such thing! It's all about feeding! 10/5, I'm sorry...","en",0.99781996011734,"NEGATIVE",0.06158,0.9288,0.00238,0.00723
"139","Perfect, romantic, funny. Clearly the best in its class! I never get tired of it, it gives me pleasant moments every time. Even 10 points are not enough!","en",0.992972850799561,"POSITIVE",0.00058,8e-05,0.00038,0.99896
"140","It's one of my favorite movies. I've seen him a lot of times, and I don't get tired of seeing him again and again every day. Very nice and touching story!
“...It's not gonna be easy, it's gonna be so hard. We have to fight every day, but this is what I want, because I want you all, forever, together, every day...”","en",0.998084127902985,"POSITIVE",0.00016,8e-05,0.00052,0.99924
"141","One of the most beautiful, touching films I've ever seen.
Is there a man who hasn't seen this before?
If so, make up for it urgently.","en",0.998000144958496,"POSITIVE",7e-04,2e-04,0.00258,0.99652
"142","“the old people are kissing, it's almost stomach upset”
how true it is
They don't have the right to turn someone else's stomach upside down. xD
do not need to grow old
you will not rotate the stomach
it's that simple 
xDD","en",0.995620429515839,"NEGATIVE",0.25308,0.29927,0.29201,0.15564
"143","This film is like a film adaptation of a Paolo Coelho book. To the extreme, kitschy, cheeky, didactic, banal, negativity and cliché.
Dialogues were written as if by an elementary school student, the plot is completely unrealistic.
The fact that old people are kissing at the end of the day is kind of hearty.
This movie is as much as it is.","en",0.98217236995697,"NEGATIVE",1e-05,0.99898,0.00052,5e-04
"144","The two films have nothing to do with each other.","en",0.999094367027283,"NEGATIVE",0.08825,0.7504,0.11073,0.05062
"145","It was a wonderful movie.Even though it is possible to know who is who from the beginning, and the love thread is quite simple, the film still manages to convey the greatness of love and love. The few moments when Allie returns are beautiful.
I recommend it to everyone! 10/10.","en",0.993221282958984,"POSITIVE",0.00011,2e-05,0.00035,0.99952
"146","One of the most beautiful romantic films I've ever seen for the first time today was praised by many people and were right.Ryan Gosling played fantastically. Although I was not usually touched by a movie, it succeeded.","en",0.998485386371613,"POSITIVE",0.00343,4e-05,0.00053,0.996
"147","I totally agree. In the Sweet November romantic category, I think it is forever unbeatable, but this film also turned out very well. I want to believe that someone can wait so long for love, and there is such happiness and devotion. It presents beautifully what love is like: where he went crazy, where he is passionate, where he is, but we always desire it. And Ryan Gosling's little mouth... and the way he licks it sometimes... well, that's not nothing.:)
10/9","en",0.995454668998718,"POSITIVE",0.00013,1e-04,0.00091,0.99886
"148","God bless you, you don't watch romantic movies for hypermega-realism... just like Rambo, Batman and many other movies.:P;)","en",0.984325408935547,"POSITIVE",0.00036,0.0038,0.00969,0.98615
"149","If I did not know it was only a literary work, I would still doubt that after all this time the boy was waiting for the girl. The story is romantic, but only a fairy tale.","en",0.996124029159546,"MIXED",0.80083,0.07556,0.0417,0.0819
"150","10/9 - One of the most beautiful romantic films I've ever seen. I award him “only” 9 points because I recently saw a film entitled “Sweet November”, it is more dramatic and believable. But this is also beautiful.:)","en",0.995557606220245,"POSITIVE",7e-05,7e-05,0.00106,0.9988
"151","I watched it last night and I have to admit that although I have seen a lot of romantic movies, I LOVE this:))) I may have been in the mood, but I was very touched by the film. The young (Ryan huhh) of the two main characters play very well and the story is built up very well. It is true to guess the end but who cares?:))) In today's rushing, crazy and sick world, such a film is a real refreshment! I LOVE IT AND IT'S DONE:)","en",0.99700915813446,"POSITIVE",5e-05,4e-05,0.00023,0.99968
"152","It's a beautiful movie. I'll try to get the book. Must end in crying. 10/10","en",0.996080636978149,"POSITIVE",0.00016,0.00019,0.00035,0.9993
"153","a little annoying for the chick screaming laughter and screams.
There were some unrealistic motives in it, and in the middle of the movie, you shouldn't have shot the joke.","en",0.998668134212494,"NEGATIVE",0.00352,0.99445,0.00102,0.00101
"154","Then my opinion: I think this film is 10/10+:) I am a man, but I have the cards of Our Love = 2 crying:) Really. He always touches me. And that's the best word for it: it touches me! And the book is very good!","en",0.996478855609894,"POSITIVE",6e-05,4e-05,0.00088,0.99902
"155","SPOILER!
I don't see the point of the movie. At the first moment it was possible to know things and it was that they died together by accident... and they found each other... just pick him... it's for me to be a fake","en",0.998150050640106,"NEGATIVE",0.00042,0.96707,0.0306,0.00191
"156","then you are alone or so because most people like the movie:)","en",0.998468279838562,"POSITIVE",0.10278,0.11915,0.38827,0.3898
"157","Apart from the movie “The Cards of Love, “I've seen a lot of romantic movies. “That's what I didn't like! And I'm a woman, but it's too much for me.","en",0.998848497867584,"NEGATIVE",0.36414,0.46771,0.13596,0.03219
"158","I'd rather recommend Iron Man to you then because it's probably the best movie I've ever seen and it wasn't the first romantic movie I've ever seen:)","en",0.995582401752472,"POSITIVE",0.00077,0.00216,0.00282,0.99424
"159","The movie was too drippy for me. It's a bit boring... you could have guessed everything from the beginning. I didn't have the film for long. 
7/10","en",0.995877027511597,"NEGATIVE",0.00517,0.99057,0.00025,0.00401
"160","I must agree with the last two speakers. I've been planning to watch this movie for a long time, I've heard so many good things about it. I'm a female and I'm in my 20s, but I didn't get the tissue, it didn't start me, I didn't weep. Even though they suffered so much, I didn't feel that this love was so great. Plus, this strong fairytale... it didn't catch me. I love R. Gosling and R. McAdams, but I didn't like this movie, they were good, but the story was too fabulous. I expected more.","en",0.995724558830261,"MIXED",0.66546,0.1652,0.00092,0.16842
"161","I wanted to write something similar to that of the previous speakers.
I think it has a much bigger smoke than the flame of this film. More than 800 votes, I think most of them are female:) the usual love story is the boy is poor, the girl is rich, the parents do not like it, but in the end they stay together, those who love fairy tales to look at it.
I'm disappointed in the film, for me a Sweet November or a Fall in New York is much more romantic and touching.","en",0.995794475078583,"NEGATIVE",0.11141,0.8704,0.00366,0.01454
"162","Because of the pressure of society, I watched it, and it was a pretty romantic movie. This story was well hit and the end, yet he did not mourn as: Desire and atonement, The Englishman is sick in tune with Love. These are 10 movies for me. I'd give you such a strong 8...
8/10","en",0.995479643344879,"POSITIVE",0.00046,0.00014,0.00022,0.99918
"163","I don't agree, I think the story is well built. I did not fall back from him, but it was quite clever. 
SPOILER
The positive aspect of me is that the story that begins and ends with old age is encompassed in a whole frame. We get to know two old people from the opening scene.The lady is in bad condition, sick. The man goes into her and begins to read a story. So the title of the movie became very apt.
SPOILER
I think the faithfulness has been returned quite well. The actors play is also magnificent. There are flaws in the film, sometimes you can see a little unnecessary things in it, but it's a beautiful, real love history.","en",0.996600806713104,"POSITIVE",0.32714,0.00826,0.00071,0.66389
"164","Loiren, I wouldn't compare the movie to P.S. I love you. I didn't see the point of that movie, and that's it. Hey, Dius. I have to say you're very naive. Some people die together! You just need to open your eyes. I thought that movie was amazing.","en",0.995570003986359,"POSITIVE",0.32158,0.08921,0.019,0.5702
"165","Didn't the emotions come through? Well, I hope you're not having problems with your emotional world, because if you're in a romantic movie, you can feel the intense, incredibly strong emotions, this movie.","en",0.994613230228424,"POSITIVE",0.02747,0.00917,0.03671,0.92664
"166","(may contain SPOILERT)
I really like romantic films, the film started well, I like it when it takes place and the characters are very good too! But in the end, it got really bad, I don't like the old age in it. For the last 20 minutes, I was like it was over, they really screwed up the end, they should cut it out or I don't know. What a story about them dying together. It's nice to have eternal love and all, and for the woman this disease is pretty brutal. Besides, the movie's pretty towed, there's little emotion, true love doesn't come through as much as other love movies. I'm disappointed in the movie. Only because of age and actors 10/7","en",0.996665358543396,"MIXED",0.94652,0.01882,0.00081,0.03384
"167","Are you doing it on purpose to write the end of the movie without SPOILER?? 
But I look at your comments, everywhere.
If you're intentionally, I'll tell you to be banned because it's really annoying, if you're not, and you're just stupid, then please take your strength and write that seven-letter word there. Thanks.
I'm sorry, everybody, but I can really get in on this.","en",0.997915387153625,"NEGATIVE",0.09949,0.55701,0.22032,0.12317
"168","I liked it very much, and I was tied up, and I didn't look at the clock once to see how much there was left. Although in the end, the young people meeting each other was a little clumped. Allie's moving in there, and that's it? I would have watched them cooke.But it was still very good, I can recommend it to everyone.","en",0.997422099113464,"POSITIVE",0.01983,0.00017,0.00035,0.97964
"169","beautiful film, I really liked it!! similar caliber as P.S I love you, I don't know which one I used more tissues on: o)","en",0.99554854631424,"POSITIVE",9e-05,3e-05,0.00028,0.9996
"170","This is one of the most beautiful movies I've ever seen. Both of the main characters are wonderful, and I love Ryan Gosling!!!","en",0.993719160556793,"POSITIVE",3e-05,5e-05,1e-04,0.99982
"171","I reconsidered the summer (June. 22. 23:27) I wrote my opinion (suddenly after watching the film), since then I never looked at it... it did not really provide a lasting experience, then I just liked it, but it was left for a viewers movie once. I thank Rdoo for the offer made by e-mail, he can write which movie he meant, but I might add that I do not like the very artistic and alternative films, Titanic, Gone with the Wind, North and South (1985) are my favourites (in no small part my interest in contemporary fashion, the spirit of the age ok) (although I do not think of any of them with crappy enthusiasm), in the last two books, I am also interested in “boring” films for others (e.g. autobiographical)... tastes and slaps, they say... but I'm really curious what you would recommend. (Twilight is really terrible, we agree on that, and I am sick of the devotion to the film...)","en",0.994005799293518,"MIXED",0.74232,0.10242,0.05528,0.09999
"172","The problem with the people here is they can't see beyond the American mass movies!","en",0.996345400810242,"NEGATIVE",0.0193,0.88833,0.07749,0.01488
"173","I didn't like this movie, I think it's very pretentious, just like Walk into the Past. It's not enough for me that a movie is about love, if it's a romantic movie, then there should be humor, artistic elements or something else to say or whatever, because “oh, we love each other “doesn't bother me for two hours alone. only represent some kind of romantic love, rather than a real feeling, if it were about the latter, it could be interesting in itself.","en",0.997040748596191,"NEGATIVE",0.01027,0.98373,0.00288,0.00312
"174","It's a touching and beautiful film, but there's something missing. For me, movies are the best ones where the characters are still with me in my thoughts for days, I think and feel the film several times. Unfortunately, that was not the case with this film. Now you can safely stoned me<U+1366>) This is my opinion. Maybe I looked at it in a bad state of mind??????!!!! 
It's very deep in content. Maybe I'll look at it someday, and I hope I'll appreciate it more.","en",0.995683014392853,"MIXED",0.97356,0.01986,0.00042,0.00617
"175","By itself, the average of 8 is not enough. They count a weighted average. You will find the ingredients and formula at the bottom of the TOP250 list.","en",0.997304677963257,"NEGATIVE",0.01473,0.88015,0.09047,0.01465
"176","I've seen a lot of movies that caught me the same way, but somehow this No. 1. It's really the game of 2 main characters which is unforgettable. I rarely watch a movie 2 times, but I've seen this at least 8 times and I don't get bored:))","en",0.995310425758362,"POSITIVE",0.17375,0.01627,0.00413,0.80585
"177","Why isn't this movie on imdb in Top 250? I wonder how they decide that, because 90,000 votes and 8.0. So I don't get it, it should be on the 8th average.: (","en",0.99739396572113,"NEGATIVE",0.00407,0.942,0.05105,0.00288
"178","I've only seen this movie for the first time in my life. Although I liked it very much, I think such love is only in the movies. (Unfortunately) Nice movie.:)","en",0.996690273284912,"POSITIVE",0.15332,0.00101,0.00174,0.84393
"179","He didn't say it was the only movie to cry on, but the only movie he cried on. It doesn't matter. And I'm sorry if we don't watch your little “twothree know” films: Damin, I think we would all be sobbing;)","en",0.997434496879578,"NEGATIVE",0.07185,0.53469,0.26786,0.1256
"180","Wow, you gave your opinion right. I like that kind of worldview.","en",0.997911512851715,"POSITIVE",0.00555,0.00152,0.03255,0.96038
"181","The only movie you can cry on? I guess you're saying that because you've never seen any other movie in your life but this! I'm not trying to get a hint. I'm just getting tired of people not seeing me beyond American movies. And I don't want to flush American movies because they're good, and of course that's good, but I can tell you a lot of other sobbing movies that have even greater value! Things that blow your mind!
For example: Be with you
It's a Japanese film. Original title: Ima ai ni yukimasu.
But, of course, if you don't like subtitles because you can't follow them with your tiny eyes, then don't download them, because there is no crappy Hungarian synchronous. And, of course, if you are prejudging the filmmaker of other peoples, you should also stay with American creations.
Kisses,
A movie fan!:))","en",0.995441794395447,"MIXED",0.41037,0.14629,0.09648,0.34686
"182","It's the only movie I literally cried on. It's a beautiful story. 10/10","en",0.996981680393219,"POSITIVE",0.05198,0.00163,0.00139,0.945
"183","the other, I think, is the time-traveler's wife, in which rachel mcadams also plays:) it's worth seeing;) (if you haven't seen it before)","en",0.996323525905609,"POSITIVE",0.00101,0.00271,0.06999,0.92628
"184","It's the most beautiful love movie I've ever seen. Lifelong love, perseverance to another in good or bad. It's a beautiful movie. 10/10","en",0.995386600494385,"POSITIVE",3e-05,3e-05,0.00014,0.9998
"185","It's a good movie.
could be given several times:/
instead, we can watch a skubidous path every year -.-'","en",0.993553698062897,"MIXED",0.75749,0.01689,0.00571,0.21991
"186","I love this movie very much, but it lacks the captivating underpainting music... So I only gave him 9 points.","en",0.993306219577789,"MIXED",0.99851,0.00088,2e-05,0.00058
"187","I love this movie very good I cried very much at the end..:) It's great to watch you love each other so much","en",0.996033370494843,"POSITIVE",0.00011,3e-05,9e-05,0.99976
"188","It's an incredibly captivating film. Painfully beautiful. I think we all dream of such love.
Absolutely 10/10!!!","en",0.991500973701477,"POSITIVE",5e-05,4e-05,0.00017,0.99974
"189","Maybe, but that's the beauty of him.. who was not a fool at a young age is bitter...:) Love is not love without foolishness!!:)","en",0.997167885303497,"POSITIVE",0.26215,0.01888,0.0441,0.67487
"190","It is absolutely not important to me what you believe in this:) you are no one to me to serve as a view:D You may simply be envious that I am going through this, and you are not yet! but your time will come:)","en",0.997339308261871,"POSITIVE",0.2411,0.08011,0.20165,0.47714
"191","If you're with him 50 years from now, I'll believe you!","en",0.99956488609314,"POSITIVE",8e-04,0.00529,0.0846,0.9093
"192","Look, you can say anything about this:) What I know and I feel for sure is that I said this one boy and I feel that it is him, it's not in vain...See this movie, Allie falls in love with Noah at 17, and she could forget what she gave her? No...I wish for you to find the right one, you can call anyone pathetic, but the problem is that it's you! You should also be able to express your opinion in a certain style.. do not offend anyone!:)
peace","en",0.997725129127502,"POSITIVE",0.05294,0.01272,0.07021,0.86413
"193","It's just that it's so pathetic that I hear from so many people “I found the right one” they're not in the category of joke, because when they watch this movie and recognize what the meaning of the word “REAL” means, they'll find out what it is.This movie is perfect for it, because isn't the one we grow old with and hold our hands on our deathbed? Until then, how many more people say “I found the real” pathetic..","en",0.998848080635071,"MIXED",0.93226,0.04586,0.00074,0.02113
"194","These relationships are strange, if you're not a man who's not driven by his blood and who's so retractable, many women don't think he's a man.All I can say is that everyone should choose a company where it's not the goal of being a target now, and with a lot of guys drooling afterwards, these situations can be avoided.In my experience, if you go into circles where you can build your mind, there is no sexual displeasure.I am thinking of psychology courses for example: http://www.youtube.com/watch?v=3iuT3Z5CCTs","en",0.997364819049835,"MIXED",0.4311,0.30125,0.23648,0.03117
"195","Of course, I didn't mean anything like that:)
It's the desire for love, how strong the will is in someone to be not just a supporter of superficial relationships, because unfortunately there are a lot of this today...I hear from more and more male acquaintances that you can simply lure any girl into bed, because most of today's women (I might add, there are many exceptions:)) do not want more.. and this is true for countless men too! If you fall in love with someone, but not just “yay, I have a crush on someone and I like it very much”, but I REALLY, and that person loves you back in the same way.. well, there is nothing more beautiful on earth:) I am sorry for those who died.: (","en",0.997538626194,"POSITIVE",0.29986,0.03227,0.12672,0.54115
"196","I think you need intellectual intelligence. If you're not careful enough, you can die easily, many people have committed suicide because of love, because either your love died in a car accident or for a trade, so that's a broad concept.As Sheakspare says, “Where else would true lovers be happier if not in death,” say it is another topic that parents suffer the death of their beloved children and friends and relatives.. may I list.. unfortunately this happened with a friend recently.. We cannot be in his soul, we do not know how he lived.","en",0.995523452758789,"NEGATIVE",0.23015,0.58139,0.16288,0.02559
"197","Such films require a certain level of Emotional Intelligence, I think:) Whoever Feels, or even once felt this tornado-like love—which once you get to know, finds it forever overwhelms:) My opinion is that an unmatched film torments the person properly, but at the same time lifts it..:) Perfect..","en",0.99095892906189,"POSITIVE",0.03842,0.00246,0.01721,0.9419
"198","This woman is definitely a ball - this is where she's experiencing her unredeemed sexual desirations-or hogging people.You have to show off your nonsense, believe you don't like it, but don't share your mind.Write to a movie you like:DD","en",0.997075259685516,"MIXED",0.72412,0.15717,0.02539,0.09332
"199","I'm sorry, but I can't understand why you have to attack someone who doesn't like the movie for some reason. You have the right to tell me without everyone dragging you down in advance. 
And the argument that “you can't make a better movie anyway” is stupid because everyone has seen a movie that doesn't work for him, even though he couldn't make a movie... it's like singing (just an example of many): I don't have a very good voice, but I have ears, and Obviously, I'm not listening to the song I think they're singing falsely. Well, that's it.:)
Regardless of this, I also like the movie, although I've seen it a long time ago, but I'm sure I'll watch it again.:)","en",0.997978687286377,"NEGATIVE",0.34659,0.60865,0.02586,0.0189
"200","I think you have fundamentally misunderstood: of course, one of the most important.../do not repeat. My XS was just about finding each other in this way or in a similar way.","en",0.99688196182251,"NEGATIVE",0.01953,0.7743,0.19491,0.01126
"201","I don't think the movie itself was so faithful, but it's good, you can only watch it once. But I really liked the game Gosling and McAdams. I liked the book better in this case, although I might not have been interested in it without the knowledge of the film, so it was interesting to look at it at this level.","en",0.996191561222076,"MIXED",0.93776,0.00064,0.00064,0.06096
"202","Information about spoiler movies, the publication of which can spoil the experience of inclusion. Most often it means betrayal of the outcome, but key information (especially for longer works) can be found not only at the end of the work.
Marking:
spoilerat the end of the movie dies SPOILER END
On the message board, you can read the top left.","en",0.987888514995575,"NEGATIVE",0.0051,0.51206,0.47078,0.01206
"203","Thanks:)
I thought that was the reason. I just didn't know you had to be so careful. 
There was something else that bothered me a little... the end. 
SPOILER 
I think there could have been a little more pictures of finding each other, and they could have put something in about their life together - for example, the birth of children - just like they met at the beginning. I would have liked to look at them a little more:)) I'm just so sentimental. 
This, of course, does not detract from the value of the film!","en",0.997417509555817,"MIXED",0.48898,0.00823,0.01449,0.4883
